SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0020558,T.P. North West,Tom Price North West,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.740206000000001,-22.743645999999998,576001,7484668,50,Fe,Iron,IRON ORE,Tom Price North West,N,,N,,Operating Mine,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020560,T.P. Southern Ridge,Tom Price Southern Ridge,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.752711000000005,-22.761154999999999,577275,7482723,50,Fe,Iron,IRON ORE,Tom Price Southern Ridge,N,,N,,Operating Mine,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020563,TP SE Prong,Tom Price South East Prong,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.784442999999996,-22.775917000000000,580525,7481072,50,Fe,Iron,IRON ORE,Tom Price South East Prong,N,,N,,Operating Mine,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020577,Centre Pit,Marandoo Centre Pit,Mine,Openpit,Operating,J03929,Marandoo / Rio Tinto,118.140009000000006,-22.646646000000000,617137,7495147,50,Fe,Iron,IRON ORE,Marandoo Centre Pit,N,,N,,Operating Mine,Public,2552,MOUNT BRUCE,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020592,MAC C East,MAC - Deposit C East Pit,Mine,Openpit,Operating,J00576,Mining Area C,118.986863999999997,-22.929359999999999,703751,7462923,50,Fe,Iron,IRON ORE,MAC-C,N,,Y,,Operating Mine,Public,2652,MUNJINA,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020600,Westcott Rd Lot 6 / Doral,Westcott Rd Keysbrook Lot 6 / Doral,Mine,Openpit,Operating,J02787,Keysbrook Heavy Mineral Sands EIL-MTO / Doral,115.942390000000003,-32.468646999999997,400612,6407124,50,HM Leu Ilm Zrn Rt,Speciality metal,HEAVY MINERAL SANDS,Keysbrook,Y,"HM, Leu, Ilm, Zrn, Rt",Y,,Operating Mine,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0020710,Ledge Point Central/AB,Ledge Point Central / Adelaide Brighton,Mine,Openpit,Operating,J02809,Ledge Point / Cockburn,115.365398999999996,-31.074266999999999,344062,6561019,50,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0020711,Cookes Hill Quarry / Elazac,Cookes Hill Quarry / Elazac,Mine,Openpit,Operating,J05432,Cookes Hill Aggregate,118.667884999999998,-20.723597999999999,673677,7707547,50,Agg Aggc Brck Dlt Sd Aggm,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20260112
S0020736,F3,Koolyanobbing F3,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.613157000000001,-30.876459000000001,749830,6581164,50,Fe,Iron,IRON ORE,Koolyanobbing,N,,N,,Operating Mine,Public,2836,SEABROOK,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0020739,Lake Goorly M70/1079,Lake Goorly M70/1079,Mine,Openpit,Operating,J00805,Lake Goorly Gypsum / Bywaters,116.984593000000004,-29.954851999999999,498513,6686217,50,Gp,Industrial mineral,GYPSUM,Lake Goorly,Y,Gp,Y,,Operating Mine,Public,2238,MONGERS,SH50-06,PERENJORI,"DALWALLINU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0020742,Karara Magnetite,Karara - Blue Hills Magnetite,Mine,Openpit,Operating,J02815,Karara - Blue Hills / Gindalbie,116.774437000000006,-29.187531000000000,478070,6771216,50,Fe Mag,Iron,IRON ORE,Karara,Y,"Fe, Mag",Y,,Operating Mine,Public,2239,ROTHSAY,SH50-06,PERENJORI,"PERENJORI, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20260112
S0020798,Marillana Agate /Archer,Marillana Agate / Archer,Mine,Openpit,Operating,J02825,Marillana Agate,119.561252999999994,-22.687747999999999,763143,7488776,50,Aga,Precious mineral,GEM & SEMI-PRECIOUS STONES,Marillana,Y,Aga,Y,,Operating Mine,Public,2852,ROY HILL,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0020861,Tredrea Place Lot 29 / Carbone,Tredrea Place Myalup Lot 29 / Carbone,Mine,Openpit,Operating,J06341,South West Operations EIL  / Carbone,115.705546999999996,-33.121425000000002,379239,6334506,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0020916,Jurien Bay North 2,Jurien Bay North Gypsum 2,Mine,Openpit,Operating,J01587,Jurien Bay North Gypsum,115.013603000000003,-30.197396999999999,308778,6657673,50,Gp,Industrial mineral,GYPSUM,Jurien Bay North Gypsum 2,N,,N,,Operating Mine,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20260112
S0020922,Logans Gravel,Logans Gravel / Cybora,Mine,Openpit,Operating,J02137,Logans Sand and Gold / Cybora,121.419676999999993,-31.374977000000001,349718,6527761,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0020936,L'Hardion Bight South,L'Haridon Bight South,Mine,Openpit,Operating,J01645,L'Haridon Bight,113.786715000000001,-26.210087000000001,778457,7098058,49,Lsd Shell,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260112
S0020977,Mt Burges Gravel East/GFSG,Mt Burges Gravel East / GFSG,Mine,Openpit,Operating,J02856,Mt Burges Gravel and Sand / GFSG,121.048805999999999,-30.807694000000001,313337,6590082,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260112
S0020981,Koolan Main,Koolan Main,Mine,Openpit,Operating,J00728,Koolan Island,123.738106999999999,-16.133013999999999,578920,8216210,51,Fe,Iron,IRON ORE,Koolan Island,N,,Y,,Operating Mine,Public,3665,YAMPI,SE51-03,YAMPI,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Kimberley Basin,20260112
S0021008,Trident,Trident - Higginsville,Mine,Decline,Operating,J00152,Higginsville,121.731309999999993,-31.725035999999999,379805,6489342,51,Au Ag,Precious metal,GOLD,Trident,N,,Y,,Operating Mine,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0021076,Seven Mile Hill/Boral,Seven Mile Hill / Boral,Mine,Openpit,Operating,J02867,Seven Mile Hill / Boral,121.378287999999998,-30.846274999999999,344924,6586309,51,Agg Gran,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton,20260112
S0021083,Kununurra 3/Guerinoni,Kununurra 3 / Guerinoni,Mine,Openpit,Operating,J01159,Kununurra / Guerinoni,128.690446000000009,-15.778788000000000,466844,8255509,52,Sd Agg Brck Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20260112
S0021084,Kununurra 4/Guerinoni,Kununurra 4 / Guerinoni,Mine,Openpit,Operating,J01159,Kununurra / Guerinoni,128.700397000000009,-15.755589000000001,467906,8258077,52,Sd Gvl Agg Brck,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20260112
S0021085,Kununurra 2/Guerinoni,Kununurra 2 / Guerinoni,Mine,Openpit,Operating,J01159,Kununurra / Guerinoni,128.746919999999989,-15.750514000000001,472889,8258645,52,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20260112
S0021086,Kununurra 3/JSW,Kununurra 3 / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.676049000000006,-15.769316000000000,465300,8256555,52,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Carr Boyd Basin,20260112
S0021089,Sand / JSW,Kununurra 6 / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.747312999999991,-15.746452000000000,472931,8259094,52,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20260112
S0021090,Waterbank Stn 2,Waterbank Station 2,Mine,Openpit,Operating,J00853,Waterbank Station Sand,122.233954999999995,-17.899481000000002,418857,8020769,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20260112
S0021101,Murrin South,Murrin South (PAS Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.784007000000003,-28.954816999999998,381506,6796412,51,Ni Co,Steel alloy metal,NICKEL,Murrin South,Y,"Ni, Co",Y,,Operating Mine,Public,3240,MINERIE,SH51-02,LAVERTON,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0021114,Swiftsure,Swiftsure,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.722810999999993,-31.264496000000001,378405,6540381,51,Au Ag,Precious metal,GOLD,Swiftsure,N,,N,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
