SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0231333,Warrawanda South/Mallett,Warrawanda South / Mallett,Mine,Openpit,Operating,J04503,Warrawanda / Mallett,119.873795000000001,-23.630721000000001,793209,7383708,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2850,WARRAWANDA,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20260112
S0231334,Warrawanda Ck / Mallett,Warrawanda Creek / Mallett,Mine,Openpit,Operating,J04503,Warrawanda / Mallett,119.879700000000000,-23.493110999999999,794118,7398942,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20260112
S0231377,Guilderton Rd Lot 900 Limestone / Moore River Sand,Guilderton Rd Lot 900 Limestone / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.534279999999995,-31.319842999999999,360535,6534023,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0231378,Guilderton Rd Lot 900 White Sand / Moore River Sand,Guilderton Rd Lot 900 White Sand / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.538100999999997,-31.317865999999999,360896,6534247,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0231379,Guilderton Rd Lot 900 Yellow Sand / Moore River Sand,Guilderton Rd Lot 900 Yellow Sand / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.532705000000007,-31.320226000000002,360386,6533979,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0231390,Gravel Lot 4677,North West Coastal Highway Binnu Lot 4677,Mine,Openpit,Operating,J04511,Binnu Gravel / Simpkin,114.668750000000003,-27.979156000000000,270706,6902917,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1842,AJANA,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20260112
S0231391,North West Coastal Hwy Lot 6603,North West Coastal Hwy Binnu Lot 6603,Mine,Openpit,Operating,J04511,Binnu Gravel / Simpkin,114.689171999999999,-28.009342000000000,272778,6899610,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20260112
S0231429,Invincible South - St Ives,Invincible - St Ives,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.670727999999997,-31.279900999999999,373467,6538615,51,Au Ag,Precious metal,GOLD,Invincible - St Ives,N,,N,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0231433,Coalfields Hwy Lots 501 and 21 Stages 9-12 / Catalano,Coalfields Hwy Lots 501 and 21 Stages 9-12 / Catalano,Mine,Openpit,Operating,J03290,Harvey / Catalano,115.901929999999993,-33.280822000000001,397747,6317043,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0231503,Razorback,Razorback / Atlas,Mine,Openpit,Operating,J03673,Sanjiv Ridge,119.670355999999998,-21.468211000000000,776726,7623671,50,Fe,Iron,IRON ORE,Sanjiv Ridge,N,,Y,,Operating Mine,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260112
S0231535,Pivot Hill PH-Z1/Z2,Pivot Hill PH-Z1/Z2 / JAB,Mine,Openpit,Operating,J04336,Pivot Hill / JAB,128.271226000000013,-15.606529000000000,421875,8274454,52,Agg Bas,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4566,ERSKINE,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20260112
S0231546,Shark Bay Rock 2 / Shire,Shark Bay Rock 2 / Shire of Shark Bay,Mine,Openpit,Operating,J01707,GBRM / Shire of Shark Bay,113.656672999999998,-26.110904999999999,765682,7109322,49,Aggc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260112
S0231550,R34062 Keenan Rd Lot 1937 / Shire,Reserve 34062 Keenan Rd Monjingup Lot 1937 / Shire of Esperance,Mine,Openpit,Operating,J04498,GBRM / Shire of Esperance,121.831501000000003,-33.819101000000003,391861,6257288,51,Sdc Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Nornalup Zone,20260112
S0231562,Lime Rd Lot 2 / Ballantyne,Lime Rd Boyatup Lot 2 / Ballantyne,Mine,Openpit,Operating,,,122.281548000000001,-33.850299999999997,433536,6254210,51,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,3330,MERIVALE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Scaddan Embayment,20260112
S0231569,Mindijup Rd Lot 102 Sand Pit / Armogedin,Mindijup Rd Palmdale Lot 102 Sand Pit / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),118.071374000000006,-34.762197999999998,598049,6152805,50,Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260112
S0231572,Rocky Crossing Rd Lot 104 West/Armogedin,Rocky Crossing Rd Lot 104 Willyung - West / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),117.849913000000001,-34.955596999999997,577598,6131550,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20260112
S0231573,Sandpatch Rd Lot 301/Armogedin,Sandpatch Rd Lot 301 Torndirrup / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),117.823329000000001,-35.051523000000003,575084,6120933,50,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260112
S0231601,Wadrah Plateau 3,Wadrah Plateau Dimension Stone 3,Mine,Openpit,Operating,J04400,Parry Range–Maroonah Marbles / Huau Stone,115.730839000000003,-22.705990000000000,369647,7488469,50,Marb Dol Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2052,BOOLALOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Edmund Basin,20260112
S0231605,Wadrah Plateau 8,Wadrah Plateau Dimension Stone 8,Mine,Openpit,Operating,J04400,Parry Range–Maroonah Marbles / Huau Stone,115.729658999999998,-22.699535999999998,369519,7489182,50,Marb Dol Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2052,BOOLALOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Edmund Basin,20260112
S0231621,Brookton Hwy Lot 20 / Bassett,Brookton Hwy Brookton Lot 20 / Bassett,Mine,Openpit,Operating,J04540,Brookton Sand / Bassett,117.037296999999995,-32.361848999999999,503509,6419454,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2333,BROOKTON,SI50-03,CORRIGIN,"BROOKTON, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231635,B1 Sat,Turner Syncline B1 Satellite,Mine,Openpit,Operating,J00609,Turner Syncline West,117.472472999999994,-22.678746000000000,548534,7491965,50,Fe,Iron,IRON ORE,Turner Syncline B1 Satellite,N,,N,,Operating Mine,Public,2352,ROCKLEA,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0231670,L'Haridon Bight South 2,L'Haridon Bight South 2,Mine,Openpit,Operating,J01645,L'Haridon Bight,113.819440000000000,-26.168735999999999,781829,7102570,49,Lsd Shell,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20260112
S0231689,Finn Rd Lot 1504 Pit A/Letto,Finn Rd Myalup Lot 1504 Pit A / Letto,Mine,Openpit,Operating,J04543,Myalup Limestone / Letto,115.698891000000003,-32.992815999999998,378441,6348758,50,Lst Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0231743,Green Head/Yarra Sand,Green Head / Yarra Sand,Mine,Openpit,Operating,J02031,Green Head Limesand,115.003703999999999,-30.103802000000002,307643,6668031,50,Lsd Lst-Lsd Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20260112
S0231751,North Kweda Rd Lot 19556,North Kweda Rd Brookton Lot 19556 / Wilkinson,Mine,Openpit,Operating,J04558,Brookton Gravel / Wilkinson,117.411535000000001,-32.295805000000001,538746,6426701,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2333,BROOKTON,SI50-03,CORRIGIN,"BROOKTON, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231755,Corberding Rd Lot 442 and 3387,Corberding Rd Lot 442 and 3387 / Woodbine,Mine,Openpit,Operating,J04556,Brookton Gravel / Woodbine,116.950558000000001,-32.347321000000001,495348,6421064,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2233,BEVERLEY,SI50-02,PINJARRA,"BROOKTON, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231758,Jandabup Sand 2 / Urban Resources,Jandabup Sand 2 / Urban Resources,Mine,Openpit,Operating,J04314,Jandabup Sand / Urban Resources,115.864554999999996,-31.721083000000000,392425,6489919,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0231766,Karari UG,Karari Underground Main and Exploration Declines,Mine,Decline,Operating,J02241,Carosue Dam - Khartoum,122.359244000000004,-30.159158999999999,438299,6663405,51,Au Ag,Precious metal,GOLD,Karari,N,,Y,,Operating Mine,Public,3337,MULGABBIE,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20260112
S0231780,Homestead Rd Lot 1 Manypeaks Lime 2/WALCO,Homestead Rd Loc 5310 Lot 1 Manypeaks Lime 2 / WALCO,Mine,Openpit,Operating,J04522,Manypeaks Lime / WALCO,118.207633000000001,-34.899220000000000,610336,6137468,50,Aglime Lst Lst-Lsd,Industrial mineral,LIMESTONE - LIMESAND,Manypeaks,N,,N,,Operating Mine,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260112
S0231801,Old Newdegate Rd Ravensthorpe Lot 1433 South,Old Newdegate Rd Ravensthorpe Lot 1433 South,Mine,Openpit,Operating,,,120.017994000000002,-33.543160000000000,223104,6284512,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20260112
S0231817,Cowcowing Lakes South M70/173 M70/1078,Cowcowing Lakes South M70/173 M70/1078,Mine,Openpit,Operating,J00810,Cowcowing Lakes South - Wyalkatchem / Sunnylake,117.347971000000001,-31.014282000000001,533215,6568763,50,Gp,Industrial mineral,GYPSUM,Cowcowing Lakes South,Y,Gp,Y,,Operating Mine,Public,2335,DOWERIN,SH50-15,KELLERBERRIN,"WYALKATCHEM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231819,Rocky Crossing Rd Lot 105 Sand 1 / AL Supplies,Rocky Crossing Rd Lot 105 Sand 1 / Albany Landscape Supplies,Mine,Openpit,Operating,J04563,Albany Sand / Albany Landscape Supplies,117.857320000000001,-34.950631999999999,578280,6132096,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20260112
S0231828,Attwell Rd Lot 50/Attwell ,Attwell Rd Lot 50 Cuthbert / Attwell,Mine,Openpit,Operating,J05404,Albany Sand / Attwell,117.787570000000002,-35.027377000000001,571844,6123638,50,Lsd Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260112
S0231829,Mokerdillup Rd Lot 42,Mokerdillup Road Lot 42 Wandillup,Mine,Openpit,Operating,J04566,Wandillup / Taylor,116.096534000000005,-34.054293999999999,416619,6231456,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0231830,Sandalwood Rd Lot 67/Carbone,Sandalwood Rd Lot 67 Brunswick / Carbone,Mine,Openpit,Operating,J06341,South West Operations EIL  / Carbone,115.909165999999999,-33.188763000000002,398314,6327257,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231981,Magenta Dolomite/Grant,Magenta Dolomite / Grant,Mine,Openpit,Operating,J04160,Lake Cobham Dolomite / Grant,119.259051999999997,-33.445391000000001,709986,6297053,50,Dol Aglime Cali,Industrial mineral,DOLOMITE,Magenta,Y,"Dol, Aglime, Cali",Y,,Operating Mine,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0231998,R41024 Grigg Rd Lort River Quarry / Shire,Reserve 41024 Grigg Rd Lot 2039 Lort River Quarry / Shire of Esperance,Mine,Openpit,Operating,J04498,GBRM / Shire of Esperance,121.416066999999998,-33.408960999999998,352715,6302253,51,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3131,LORT,SI51-05,RAVENSTHORPE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Scaddan Embayment,20260112
S0232008,Keenan Rd Lot 1 / Sharpe,Keenan Rd Monjingup Lot 1 / Sharpe,Mine,Openpit,Operating,J02398,Esperance / Sharpe,121.821004000000002,-33.816490000000002,390886,6257566,51,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Nornalup Zone,20260112
S0232023,Boxcut,Nova-Bollinger Boxcut,Mine,Decline,Operating,J04167,Nova-Bollinger,123.174513000000005,-31.812577999999998,516517,6480325,51,Ni Cu Co,Steel alloy metal,NICKEL,Nova-Bollinger Boxcut,N,,N,,Operating Mine,Public,3534,SYMONS HILL,SH51-15,ZANTHUS,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Fraser Zone,20260112
S0232049,Heffernans Syenite,Heffernans Syenite,Mine,Openpit,Operating,J00256,Mt Morgans,122.218132999999995,-28.816140000000001,423711,6812133,51,Au Ag,Precious metal,GOLD,Heffernans,N,,Y,,Operating Mine,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0232062,Red Hill Dune 1 / NW Quarries,Red Hill Dune 1 / NW Quarries,Mine,Openpit,Operating,J04585,Red Hill / North West Quarries,118.088147000000006,-20.829067999999999,613223,7696387,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20260112
S0232069,Red Hill River 1/NW Quarries,Red Hill River 1 / NW Quarries,Mine,Openpit,Operating,J04585,Red Hill / North West Quarries,118.085001000000005,-20.831206999999999,612894,7696153,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Sisters Supersuite,20260112
S0232080,Mt Welcome South,Mt Welcome South,Mine,Openpit,Operating,J00845,Mt Welcome,117.090734999999995,-20.708331999999999,509448,7710129,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20260112
S0232082,Waterbank Stn 4,Waterbank Station 4,Mine,Openpit,Operating,J00853,Waterbank Station Sand,122.231566000000001,-17.896353000000001,418602,8021114,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20260112
S0232083,Waterbank Stn 5,Waterbank Station 5,Mine,Openpit,Operating,J00853,Waterbank Station Sand,122.230868999999998,-17.894324999999998,418527,8021338,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20260112
S0232107,R41535 Victoria Hwy Kununurra Lot 688 / MRWA,Reserve 41535 Victoria Hwy Kununurra Lot 688 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,128.821408999999989,-15.823186000000000,480876,8250615,52,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20260112
S0232108,R47333 Crossing Falls Rd Lot 796 / Shire,Reserve 47333 Crossing Falls Rd Lot 796 / Shire of Wyndham East Kimberley,Mine,Openpit,Operating,J04593,GBRM / Shire of Wyndham East Kimberley,128.797056999999995,-15.823979000000000,478268,8250524,52,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20260112
S0232109,Gnarlbine Sand 2,Gnarlbine Plaster Sand 2,Mine,Openpit,Operating,J00844,Comet Hill-Gnarlabine / Boral,120.932250999999994,-31.133551000000001,302856,6553757,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3035,WOOLGANGIE,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260112
S0232119,Boundary Rd/Urban Resources,Boundary Rd / Urban Resources,Mine,Openpit,Operating,J04594,Mariginiup-Melaleuca / Urban Resources,115.881872000000001,-31.710982999999999,394053,6491054,50,Sdc Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0232120,NMM West,North Marra Mamba West,Mine,Openpit,Operating,J03313,Wonmunna Iron,119.048787000000004,-23.122631999999999,709804,7441431,50,Fe,Iron,IRON ORE,Wonmunna,N,,Y,,Operating Mine,Public,2751,OPHTHALMIA,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,South Pilbara Sub-basin,20260112
S0232136,Millennium UG,Millennium,Mine,Decline,Operating,J00358,Kundana - White Flag,121.237823000000006,-30.707865000000002,331248,6601448,51,Au Ag,Precious metal,GOLD,Millennium,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260112
S0232150,Ludlow-Hithergreen Rd Lot 1986 / Piggott,Ludlow-Hithergreen Rd Lot 1986 Ruabon / Piggott,Mine,Openpit,Operating,J04598,Busselton Sand / Piggott,115.500155000000007,-33.643101000000001,360910,6276406,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0232158,Forestry Rd Lot 7 Stages1-2 / Versaci,Forestry Rd Uduc Lot 7 Stages 1-2 / Versaci,Mine,Openpit,Operating,J04600,Forestry Road Uduc / Versaci,115.804150000000007,-33.055706999999998,388356,6341902,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0232165,Finn Rd Lot 1734/Versaci,Finn Rd Lot 1734 Myalup / Versaci,Mine,Openpit,Operating,J03443,Bunbury - Harvey / Versaci,115.703280000000007,-33.014811999999999,378882,6346324,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0232175,Pippingarra Sand / Westex Rail,Pippingarra Sand / Westex Rail,Mine,Openpit,Operating,J04605,Pippingarra Sand / Westex Rail,118.684161000000003,-20.452335000000001,675683,7737560,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20260112
S0232188,R41506 Derby-Gibb River Rd Lot 358 Gravel 1 / MRWA,Reserve 41506 Derby-Gibb River Rd Lot 358 Gravel 1 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,123.940710999999993,-17.382636999999999,599931,8077870,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260112
S0232189,R41506 Derby-Gibb River Rd Lot 358 Gravel 2 / MRWA,Reserve 41506 Derby-Gibb River Rd Lot 358 Gravel 2 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,123.939611999999997,-17.380414999999999,599815,8078116,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260112
S0232190,R41506 Derby-Gibb River Rd Lot 358 Gravel 3 / MRWA,Reserve 41506 Derby-Gibb River Rd Lot 358 Gravel 3 / Main Roads,Mine,Openpit,Operating,J04592,GBRM Kimberley / Main Roads,123.940850999999995,-17.377281000000000,599948,8078462,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260112
S0232191,Meda North Gravel,Meda North Gravel,Mine,Openpit,Operating,J02445,Lennard and May Rivers / Martin,123.967011999999997,-17.386393999999999,602723,8077440,51,Gvl Brck,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260112
