WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
Barrow_B24,W000387,Northern Carnarvon,L 1H,115.354146,-20.863339,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19680423,,20260417
Barrow_A28,W000390,Northern Carnarvon,L 1H,115.338947,-20.862986,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680602,,20260417
Barrow_L57,W000440,Northern Carnarvon,L 1H,115.396592,-20.816117,West Australian Petroleum Pty Limited,DEV,,Barrow Island,19690206,,20260417
Barrow_G64,W000447,Northern Carnarvon,L 1H,115.354476,-20.848862,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690217,,20260417
Barrow_M53,W000453,Northern Carnarvon,L 1H,115.412525,-20.815768,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690227,,20260417
Barrow_M77,W000462,Northern Carnarvon,L 1H,115.427707,-20.823498,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690320,,20260417
Barrow_G26,W000468,Northern Carnarvon,L 1H,115.362185,-20.833934,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690409,,20260417
Barrow_P53,W000486,Northern Carnarvon,L 1H,115.412568,-20.787256,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690512,,20260417
Barrow_P48,W000497,Northern Carnarvon,L 1H,115.431182,-20.783558,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690601,,20260417
Barrow_K48,W000504,Northern Carnarvon,L 1H,115.369826,-20.812667,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690623,,20260417
Barrow_P66,W000510,Northern Carnarvon,L 1H,115.423607,-20.790313,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690615,,20260417
Sandy Point 1,W000687,Northern Carnarvon,LP-92H,113.80024,-22.430364,West Australian Petroleum Pty Limited,NFW,P&A,,19671130,19680131,20260417
Thevenard 1,W000695,Northern Carnarvon,LP-164H,115.016412,-21.462586,West Australian Petroleum Pty Limited,WDW,P&A,,19680328,19680428,20260417
North Sandy 1,W000698,Northern Carnarvon,LP-162H,115.652248,-21.107139,West Australian Petroleum Pty Limited,STR,P&A STR,,19680524,19680603,20260417
Doran 1,W000704,Canning,LP-210H,123.487839,-18.180291,West Australian Petroleum Pty Limited,STR,P&A STR,,19680722,19680806,20260417
Remarkable Hill 1,W000714,Southern Carnarvon,LP-215H,114.158797,-22.9587,Marathon Petroleum Australia Ltd,NFW,P&A,,19681015,19690204,20260417
Flinders Shoal 1,W000726,Northern Carnarvon,WA-23-P,115.52536,-21.070298,West Australian Petroleum Pty Limited,NFW,P&A OG,Flinders Shoal,19690410,19690709,20260417
Dongara 16,W000747,Perth,PE-27H,114.994262,-29.269391,West Australian Petroleum Pty Limited,EXT,P&A,Dongara,19691108,19691129,20260417
Dirk Hartog 03,W000757,Southern Carnarvon,LP-44H,112.979211,-25.745227,West Australian Petroleum Pty Limited,STR,P&A STR,,19550201,19551211,20260417
Dirk Hartog 06,W000760,Southern Carnarvon,LP-44H,113.039911,-25.788547,West Australian Petroleum Pty Limited,STR,P&A STR,,19560202,19560217,20260417
Dirk Hartog 07A,W000761,Southern Carnarvon,LP-44H,113.076511,-25.772307,West Australian Petroleum Pty Limited,STR,P&A STR,,19560424,19560505,20260417
North Rankin 5,W000778,Northern Carnarvon,WA-28-P,116.159787,-19.570549,Woodside Petroleum Development Pty Ltd,EXT,SUSP GC,North Rankin,19761008,19770423,20260417
Roe 1,W000787,Perth,WA-13-P,115.32177,-31.940437,West Australian Petroleum Pty Limited,NFW,P&A,,19701123,19701217,20260417
Pender 1,W000831,Canning,EP 6,122.836177,-16.678651,West Australian Petroleum Pty Limited,NFW,P&A,,19720515080000,19720522080000,20260417
Barbwire 1,W000832,Canning,EP 43,125.017791,-19.175909,West Australian Petroleum Pty Limited,STR,P&A STR,,19720618080000,19720706080000,20260417
Palm Spring 1,W000833,Canning,EP 42,124.886775,-17.814135,West Australian Petroleum Pty Limited,STR,P&A STR,,19720531080000,19720612080000,20260417
Penguin 1,W000836,Bonaparte,WA-17-P,128.469578,-13.606329,Arco Australia Ltd,NFW,P&A,,19720622,19720729,20260417
Sable 1,W000841,Northern Carnarvon,WA-1-P,116.91778,-19.233001,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19720821,19721014,20260417
Eider 1,W000842,Bonaparte,WA-15-P,125.747637,-11.387731,Arco Australia Ltd,NFW,P&A,,19720806,19720930,20260417
North Rankin 3,W000843,Northern Carnarvon,WA-28-P,116.173765,-19.528966,Woodside Petroleum Development Pty Ltd,EXT,SUSP GC,North Rankin,19720803,19720928,20260417
Surprise 1,W000846,Northern Carnarvon,EP 40,115.824042,-21.299302,Hematite Petroleum Pty Ltd,STR,P&A STR,,19721114,19721201,20260417
Bullsbrook 1,W000850,Perth,EP 24,115.84358,-31.47771,West Australian Petroleum Pty Limited,NFW,P&A,,19721001,19721130,20260417
Mangrove Island 1,W000703,Northern Carnarvon,LP-162H,115.771135,-21.239618,West Australian Petroleum Pty Limited,STR,P&A STR,,19680606,19680614,20260417
Gage Roads 1,W000705,Perth,WA-13-P,115.380104,-31.954604,West Australian Petroleum Pty Limited,NFW,P&A OS,,19681127,19690321,20260417
Hamelin Pool 2 (M188),W000712,Southern Carnarvon,EP 46,114.356678,-26.148598,Magellan Petroleum Australia Limited,STR,P&A STR,,19681114,19681207,20260417
Chirup 1,W000713,Canning,LP-212H,120.436043,-19.848462,West Australian Petroleum Pty Limited,STR,P&A STR,,19680826,19680906,20260417
Mondarra 1,W000715,Perth,LP-171H,115.118011,-29.313106,West Australian Petroleum Pty Limited,NFW,P&A,Mondarra,19681009,19681206,20260417
Pendock 1,W000737,Southern Carnarvon,WA-24-P,113.337472,-23.282601,Genoa Oil NL,NFW,P&A,,19690718,19691118,20260417
Pendock 1,W000737,Southern Carnarvon,WA-24-P,113.337472,-23.282601,Genoa Oil NL,NFW,P&A,,19690729,,20260417
Napier 4,W000748,Canning,EP 52,124.094345,-16.915248,Lennard Oil NL,STR,P&A STR,,19700715,19700822,20260417
Dirk Hartog 04,W000758,Southern Carnarvon,LP-44H,113.013811,-25.692067,West Australian Petroleum Pty Limited,STR,P&A STR,,19551221,19560101,20260417
Dirk Hartog 15,W000769,Southern Carnarvon,LP-44H,113.054411,-25.885077,West Australian Petroleum Pty Limited,STR,P&A STR,,19561013,19561020,20260417
Gull 1,W000776,Bonaparte,WA-17-P,127.911517,-11.939943,Arco Australia Ltd,NFW,P&A,,19700605,19710120,20260417
Gage Roads 2,W000790,Perth,WA-13-P,115.363992,-31.950159,West Australian Petroleum Pty Limited,EXT,P&A OS,,19710114,19710212,20260417
Sugarloaf 1,W000791,Perth,WA-13-P,115.056233,-32.915177,West Australian Petroleum Pty Limited,NFW,P&A,,19710214,19710412,20260417
West Muiron 1A,W000840,Northern Carnarvon,WA-25-P,114.247177,-21.577574,West Australian Petroleum Pty Limited,NFW,P&A,,19721005,19721021,20260417
North Rankin 4,W000851,Northern Carnarvon,WA-28-P,116.112982,-19.583817,Woodside Petroleum Development Pty Ltd,EXT,SUSP GC,North Rankin,19720930,19721123,20260417
Plover 1,W000856,Bonaparte,WA-16-P,126.369863,-12.711062,Arco Australia Ltd,NFW,P&A,,19721110,19721217,20260417
Eaglehawk 1,W000857,Northern Carnarvon,WA-28-P,116.278233,-19.506904,Woodside Oil Ltd,NFW,SUSP OG,Eaglehawk,19721110,19721224,20260417
Contention Heights 1,W000875,Canning,EP 32,127.226597,-22.425244,Australian Aquitaine Petroleum Pty Ltd,NFW,P&A,,19730815,19731006,20260417
Nelson Rocks 1,W000877,Northern Carnarvon,WA-1-P,116.855016,-19.558882,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19730630,19730801,20260417
Scott Reef 2A,W000882,Browse,WA-33-P,121.859082,-14.100164,Woodside Petroleum Development Pty Ltd,NFW,P&A,Torosa,19770427,19770809,20260417
Scott Reef 2,W000882,Browse,WA-33-P,121.859082,-14.100164,Woodside Petroleum Development Pty Ltd,NFW,P&A,Torosa,19770418,19770809,20260417
Scott Reef 2A,W000882,Browse,WA-33-P,121.859082,-14.100164,Woodside Petroleum Development Pty Ltd,NFW,P&A,Torosa,19770422,19770809,20260417
Robe River Corehole 5,W000670,Northern Carnarvon,PE-217H,115.819904,-21.486329,West Australian Petroleum Pty Limited,STR,P&A STR,,19670111,19670112,20260417
Pasco 2,W000673,Northern Carnarvon,LP-158H,115.325178,-20.961967,West Australian Petroleum Pty Limited,EXT,P&A,Pasco,19670611,19670721,20260417
Blackstone 1,W000674,Canning,LP-124H,124.353058,-17.58552,West Australian Petroleum Pty Limited,NFW,P&A,,19670722,19671012,20260417
Yarraloola 1,W000683,Northern Carnarvon,LP-186H,115.766568,-21.387039,West Australian Petroleum Pty Limited,STR,P&A STR,,19671127,19671220,20260417
Gun Island 1,W000701,Perth,PE-193H,113.861328,-28.888456,BP Petroleum Development Australia Pty Ltd,STR,P&A STR,,19680622,19681112,20260417
Hamelin Pool 1 (M188),W000711,Southern Carnarvon,EP 46,114.207818,-26.025259,Magellan Petroleum Australia Limited,STR,P&A STR,,19680831,19681005,20260417
Strawberry Hill 1,W000729,Perth,LP-111H,115.122556,-29.25345,West Australian Petroleum Pty Limited,NFW,P&A,,19690527,19690707,20260417
Blackwood 1,W000732,Perth,PE-261H,115.362061,-34.150641,Union Oil Development Corporation,NFW,P&A,,19690818,19691013,20260417
Mowla 1,W000749,Canning,PE-259H,123.711031,-18.729151,Total Exploration Australia Pty Ltd,NFW,P&A,,19691124,19691205,20260417
Dirk Hartog 10,W000764,Southern Carnarvon,LP-44H,113.162411,-25.944687,West Australian Petroleum Pty Limited,STR,P&A STR,,19560816,19560830,20260417
Dirk Hartog 11,W000765,Southern Carnarvon,LP-44H,113.129411,-25.947857,West Australian Petroleum Pty Limited,STR,P&A STR,,19560901,19560909,20260417
Edel 1,W000834,Southern Carnarvon,WA-26-P,113.391389,-27.111993,Ocean Ventures Pty Ltd,NFW,P&A,,19720523,19720725,20260417
North Rankin 2,W000835,Northern Carnarvon,WA-28-P,116.147504,-19.563644,Woodside Offshore Development Pty Ltd,EXT,SUSP GC,North Rankin,19720609,19720820,20260417
Pueblo 1,W000839,Northern Carnarvon,WA-28-P,115.863556,-19.765853,Woodside Petroleum Development Pty Ltd,NFW,P&A,Goodwyn S/Pueblo,19790308,19790426,20260417
Barrow_F24J,W000844,Northern Carnarvon,L 1H,115.383546,-20.833977,West Australian Petroleum Pty Limited,DPT,P&A,Barrow Island,19720916,19730721,20260417
Mardie West 1,W000845,Northern Carnarvon,EP 40,115.923377,-21.198983,Hematite Petroleum Pty Ltd,STR,P&A STR,,19721205,19721210,20260417
Coonga 1,W000849,Northern Carnarvon,EP 40,116.031231,-21.050859,Hematite Petroleum Pty Ltd,STR,P&A STR,,19721214,19721219,20260417
Moogooree 2,W000858,Southern Carnarvon,EP 76,115.212486,-24.279258,Hartogen Explorations Pty Ltd,STR,P&A STR,,19721018,19721104,20260417
Goodwyn 03,W000863,Northern Carnarvon,WA-28-P,115.879197,-19.734514,Woodside Petroleum Development Pty Ltd,EXT,SUSP OG,Goodwyn,19721216,19730222,20260417
Yampi 1,W000871,Browse,WA-34-P,123.277355,-14.557471,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19730603,19730927,20260417
Mimosa 1,W000876,Canning,EP 44,124.584727,-17.747925,West Australian Petroleum Pty Limited,NFW,P&A,,19730617,19730822,20260417
West Tryal Rocks 1,W000854,Northern Carnarvon,WA-25-P,115.035864,-20.227852,West Australian Petroleum Pty Limited,NFW,P&A GS,West Tryal Rocks,19721023,19730331,20260417
West Tryal Rocks 1 ST1,W000854,Northern Carnarvon,WA-25-P,115.035864,-20.227852,West Australian Petroleum Pty Limited,NFW,P&A GS,West Tryal Rocks,19730102,19730331,20260417
Hauy 1,W000859,Northern Carnarvon,WA-1-P,117.255629,-19.79288,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19721125,19721214,20260417
Goodwyn 04,W000870,Northern Carnarvon,WA-28-P,115.849708,-19.692483,Woodside Petroleum Development Pty Ltd,EXT,SUSP OG,Goodwyn,19730224,19730628,20260417
Angel 3,W000874,Northern Carnarvon,WA-1-P,116.629842,-19.540451,Woodside Petroleum Development Pty Ltd,EXT,SUSP GC,Angel,19730427,19730628,20260417
Dockrell 1,W000878,Northern Carnarvon,WA-28-P,115.781143,-19.78664,Woodside Petroleum Development Pty Ltd,NFW,SUSP OG,Dockrell,19730630,19730828,20260417
Kendenup 1,W000879,Bight,EP 68,117.757635,-34.491825,Silfar Pty Ltd,STR,P&A STR,,19731219,19740127,20260417
Hilda 1,W000890,Northern Carnarvon,WA-25-P,114.638344,-21.198527,West Australian Petroleum Pty Limited,NFW,P&A O,,19740305,19740928,20260417
Hilda 1A,W000890,Northern Carnarvon,WA-25-P,114.638344,-21.198527,West Australian Petroleum Pty Limited,NFW,P&A O,,19740429,19740928,20260417
Bouvard 1,W000906,Perth,WA-14-P,115.254429,-32.52267,West Australian Petroleum Pty Limited,NFW,P&A,,19750103,19750203,20260417
South Turtle Dove 1B,W000907,Perth,WA-13-P,114.637912,-30.128287,West Australian Petroleum Pty Limited,NFW,P&A,,19750504,19750706,20260417
South Turtle Dove 1,W000907,Perth,WA-13-P,114.637912,-30.128287,West Australian Petroleum Pty Limited,NFW,P&A,,19750416,19750424,20260417
South Turtle Dove 1A,W000907,Perth,WA-13-P,114.637912,-30.128287,West Australian Petroleum Pty Limited,NFW,P&A,,19750425,19750503,20260417
Tidepole 1,W000911,Northern Carnarvon,WA-28-P,115.886287,-19.767361,B.O.C. Of Australia Ltd,NFW,O&G,Tidepole,19751018,19751217,20260417
Koolinda 1,W000918,Northern Carnarvon,WA-23-P,115.055079,-21.394692,West Australian Petroleum Pty Limited,NFW,P&A,,19780204,19780424,20260417
Houtman 1,W000922,Perth,WA-59-P,113.577833,-28.664039,Esso Exploration & Production Australia Inc,NFW,P&A,,19780121,19780506,20260417
Poole Range 3,W000928,Canning,OPA-146H,125.792206,-18.881218,Freney Kimberley Oil Co (1932) NL,NFW,P&A,,19270315,19301130,20260417
Prices Creek 1,W000930,Canning,OPA-86H,125.916676,-18.674987,Freney Kimberley Oil Co (1932) NL,NFW,P&A,,19220905,19221201,20260417
Barrow_G77,W000945,Northern Carnarvon,L 1H,115.366,-20.852667,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19690424,,20260417
Goodwyn 05,W000955,Northern Carnarvon,WA-28-P,115.897172,-19.676964,Woodside Petroleum Development Pty Ltd,EXT,SUSP GC,Goodwyn,19781205,19790225,20260417
Barrow_G85A,W000967,Northern Carnarvon,L 1H,115.356018,-20.853828,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790224,19790304,20260417
Mt Hardman 1,W000883,Canning,EP 67,124.914742,-18.009113,West Australian Petroleum Pty Limited,NFW,P&A,,19730906,19731110,20260417
West Muiron 2,W000892,Northern Carnarvon,WA-24-P,114.226686,-21.592772,West Australian Petroleum Pty Limited,NFW,P&A,,19750809,19751015,20260417
Lowendal 1,W000893,Northern Carnarvon,WA-28-P,115.635319,-19.878773,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19740131,19740321,20260417
Hampton 1,W000896,Northern Carnarvon,WA-1-P,116.547833,-20.116566,Woodside Petroleum Development Pty Ltd,NFW,P&A G,,19740322,19740424,20260417
Prudhoe 1,W000901,Browse,WA-35-P,123.865472,-13.747396,Woodside Offshore Development Pty Ltd,NFW,P&A,,19740913,19741112,20260417
Challenger 1,W000908,Perth,WA-13-P,115.014361,-32.421223,West Australian Petroleum Pty Limited,NFW,P&A,,19750213,19750403,20260417
Hermite 1,W000916,Northern Carnarvon,WA-23-P,115.70369,-20.831322,West Australian Petroleum Pty Limited,NFW,P&A,,19770915,19771129,20260417
Mermaid 1,W000917,Northern Carnarvon,WA-23-P,115.962313,-20.697271,West Australian Petroleum Pty Limited,NFW,P&A,,19780427,19780516,20260417
Mt Wynne 3,W000926,Canning,OPA-84H,124.44964,-18.087226,Freney Kimberley Oil Co (1932) NL,NFW,P&A,,19231109,19250920,20260417
Barrow_B14A,W000961,Northern Carnarvon,L 1H,115.35238,-20.857272,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790328,19790403,20260417
Barrow_G86A,W000968,Northern Carnarvon,L 1H,115.3606,-20.854731,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790404,19790412,20260417
Barrow_L32G,W000974,Northern Carnarvon,L 1H,115.376054,-20.808964,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19790809,19790816,20260417
Barrow_G88A,W000980,Northern Carnarvon,L 1H,115.368628,-20.854972,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19790831,19790908,20260417
Gandara 1,W000999,Northern Carnarvon,WA-93-P,115.822196,-19.273914,Hudbay Oil (Australia) Ltd.,NFW,P&A,,19790509,19790715,20260417
Bruce 1,W001005,Northern Carnarvon,WA-58-P,117.929665,-19.373916,Stirling Petroleum NL,NFW,P&A,,19790719,19790811,20260417
Jerboa 1,W001025,Bight,WA-126-P,127.602224,-33.502761,Esso Exploration & Production Australia Inc,NFW,P&A,,19800403,19800429,20260417
Barrow_J88,W001033,Northern Carnarvon,L 1H,115.338786,-20.826517,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19801015,19801019,20260417
Zeepaard 1,W001042,Northern Carnarvon,WA-96-P,114.424131,-20.735875,Esso Exploration & Production Australia Inc,NFW,P&A,,19800608,19801016,20260417
Zeepaard 1 ST1,W001042,Northern Carnarvon,WA-96-P,114.424131,-20.735875,Esso Exploration & Production Australia Inc,NFW,P&A,,,19801016,20260417
Barrow_J46,W001043,Northern Carnarvon,L 1H,115.332245,-20.810408,West Australian Petroleum Pty Limited,EXT,P&S,Barrow Island,19800704,19800710,20260417
Mt Horner 04,W001054,Perth,EP 96,115.091455,-29.12905,XLX NL,EXT,P&A O,Mount Horner,19801129,19810209,20260417
Barrow_F71,W000433,Northern Carnarvon,L 1H,115.373913,-20.852067,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690107,19690110,20260417
Barrow_G44,W000435,Northern Carnarvon,L 1H,115.353657,-20.841435,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690119,,20260417
Barrow_M55,W000454,Northern Carnarvon,L 1H,115.419492,-20.815153,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19680718,,20260417
Barrow_Q14,W000455,Northern Carnarvon,L 1H,115.384603,-20.771793,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690405,,20260417
Barrow_F28,W000466,Northern Carnarvon,L 1H,115.400498,-20.83423,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690403,,20260417
Barrow_P88,W000490,Northern Carnarvon,L 1H,115.430758,-20.797604,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690530,,20260417
Barrow_L88,W000502,Northern Carnarvon,L 1H,115.400927,-20.826496,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690611,,20260417
Barrow_P34,W000509,Northern Carnarvon,L 1H,115.41554,-20.779107,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690611,,20260417
Barrow_M24,W000515,Northern Carnarvon,L 1H,115.416364,-20.805401,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690722,19690724,20260417
Barrow_K57,W000524,Northern Carnarvon,L 1H,115.365825,-20.815751,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690730,,20260417
Barrow_K37,W000525,Northern Carnarvon,L 1H,115.365682,-20.808384,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690809,,20260417
Barrow_F44M,W000530,Northern Carnarvon,L 1H,115.385514,-20.841322,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690811,,20260417
Barrow_M64,W000534,Northern Carnarvon,L 1H,115.415113,-20.819177,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690902,,20260417
Barrow_P26,W000535,Northern Carnarvon,L 1H,115.42342,-20.776577,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690829,,20260417
Barrow_U82,W000543,Northern Carnarvon,L 1H,115.423466,-20.768767,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19690904,,20260417
Barrow_K62,W000547,Northern Carnarvon,L 1H,115.346792,-20.819134,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690915,,20260417
Barrow_K82,W000548,Northern Carnarvon,L 1H,115.346265,-20.827175,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690914,,20260417
Barrow_K13,W000563,Northern Carnarvon,L 1H,115.350857,-20.801375,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691117,19691121,20260417
Barrow_K31,W000567,Northern Carnarvon,L 1H,115.34254,-20.808282,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691130,,20260417
Barrow_K53,W000568,Northern Carnarvon,L 1H,115.35057,-20.815943,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691118,,20260417
Barrow_E32,W000470,Northern Carnarvon,L 1H,115.408069,-20.837612,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19690323,,20260417
Barrow_P73,W000477,Northern Carnarvon,L 1H,115.411631,-20.794139,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690501,,20260417
Barrow_P77,W000478,Northern Carnarvon,L 1H,115.428838,-20.793407,West Australian Petroleum Pty Limited,Service,SUSP,Barrow Island,19690412,,20260417
Barrow_L66,W000481,Northern Carnarvon,L 1H,115.393084,-20.819276,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690518,,20260417
Barrow_M82,W000496,Northern Carnarvon,L 1H,115.407984,-20.827029,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690605,,20260417
Barrow_L42,W000499,Northern Carnarvon,L 1H,115.378543,-20.812869,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690701,,20260417
Barrow_L84M,W000500,Northern Carnarvon,L 1H,115.385259,-20.826351,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19690622,,20260417
Barrow_F24M,W000529,Northern Carnarvon,L 1H,115.384406,-20.83428,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690826,,20260417
Barrow_P84,W000539,Northern Carnarvon,L 1H,115.416078,-20.797521,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690822,,20260417
Barrow_WSW1B,W000552,Northern Carnarvon,L 1H,115.352597,-20.853903,West Australian Petroleum Pty Limited,WSW,SUSP,Barrow Island,19681204,,20260417
Barrow_E22,W000555,Northern Carnarvon,L 1H,115.408233,-20.834512,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691109,,20260417
Barrow_L33,W000574,Northern Carnarvon,L 1H,115.381465,-20.808525,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691025,,20260417
Barrow_L34,W000575,Northern Carnarvon,L 1H,115.385062,-20.808572,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691127,,20260417
Barrow_Q62,W000584,Northern Carnarvon,L 1H,115.376615,-20.790263,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691205,,20260417
Barrow_Q71,W000585,Northern Carnarvon,L 1H,115.373518,-20.793901,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691203,,20260417
Barrow_Q73,W000586,Northern Carnarvon,L 1H,115.381071,-20.794004,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691021,,20260417
Barrow_R75,W000591,Northern Carnarvon,L 1H,115.357691,-20.794058,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19691203,,20260417
Barrow_L62,W000607,Northern Carnarvon,L 1H,115.377586,-20.819861,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700129,,20260417
Barrow_P12,W000610,Northern Carnarvon,L 1H,115.408565,-20.772618,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700423,,20260417
Barrow_Q28,W000613,Northern Carnarvon,L 1H,115.400712,-20.776139,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700611,,20260417
Barrow_K64,W000503,Northern Carnarvon,L 1H,115.353808,-20.819263,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19690614,,20260417
Barrow_P31,W000507,Northern Carnarvon,L 1H,115.404788,-20.779853,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19690706,,20260417
Barrow_P33,W000508,Northern Carnarvon,L 1H,115.411637,-20.780043,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19690618,,20260417
Barrow_P17,W000542,Northern Carnarvon,L 1H,115.427944,-20.772658,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19690908,,20260417
Barrow L64M,W000549,Northern Carnarvon,L 1H,115.385047,-20.820086,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19690919,,20260417
Barrow_E24,W000556,Northern Carnarvon,L 1H,115.415612,-20.834537,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19691109,19691112,20260417
Barrow_J68,W000562,Northern Carnarvon,L 1H,115.338195,-20.820117,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19691117,,20260417
Barrow_L11,W000569,Northern Carnarvon,L 1H,115.373626,-20.801907,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19691122,,20260417
Barrow_L35,W000576,Northern Carnarvon,L 1H,115.389322,-20.8086,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19691130,,20260417
Barrow_E15,W000602,Northern Carnarvon,L 1H,115.419335,-20.830765,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700210,,20260417
Barrow_Q37,W000615,Northern Carnarvon,L 1H,115.396938,-20.7793,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19700608,,20260417
Barrow_Q46,W000618,Northern Carnarvon,L 1H,115.392397,-20.783036,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700302,,20260417
Barrow_Q64,W000623,Northern Carnarvon,L 1H,115.385276,-20.790606,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19700411,,20260417
Barrow_Q65,W000624,Northern Carnarvon,L 1H,115.389156,-20.79066,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19700510,,20260417
Barrow_R48,W000632,Northern Carnarvon,L 1H,115.370076,-20.782742,West Australian Petroleum Pty Limited,Service,Shut in,Barrow Island,19700327,,20260417
Barrow_T88,W000637,Northern Carnarvon,L 1H,115.415694,-20.769051,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19690212,,20260417
Mardie 1,W000663,Northern Carnarvon,PE-217H,115.69771,-21.356503,West Australian Petroleum Pty Limited,STR,P&A STR,,19670720,19670809,20260417
May River 1,W000664,Canning,LP-181H,124.084903,-17.245805,West Australian Petroleum Pty Limited,NFW,P&A,,19670606,19670703,20260417
Dongara 05,W000679,Perth,LP-111H,114.985066,-29.187223,West Australian Petroleum Pty Limited,EXT,P&A,Dongara,19671019,19671102,20260417
Observation 1,W000691,Northern Carnarvon,LP-195H,114.539957,-21.741183,West Australian Petroleum Pty Limited,STR,P&A STR,,19680101,19680214,20260417
Depuch 1,W000887,Northern Carnarvon,WA-29-P,117.923258,-18.833813,Woodside Petroleum Development Pty Ltd,NFW,P&A,,19740204,19740402,20260417
Lombardina 1,W000897,Browse,WA-32-P,121.538591,-15.287536,Woodside Offshore Development Pty Ltd,NFW,P&A,,19740515,19740721,20260417
