WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
Con 15H L1,W004654,Northern Carnarvon,WA-35-L,114.07351,-21.349326,Apache Energy Ltd.,DEV,Completed,,20140816,20140924,20260417
Con 15H L2,W004654,Northern Carnarvon,WA-35-L,114.07351,-21.349326,Apache Energy Ltd.,DEV,Completed,,20140830,20140924,20260417
Elfin 1,W004674,Northern Carnarvon,WA-268-P,114.067497,-19.88183,Chevron Australia Pty Ltd,NFW,Abandoned,,20130213,20130406,20260417
Finucane South 3,W004694,Northern Carnarvon,WA-191-P,116.764004,-19.293267,Santos Limited,DEV,Completed,,20121017,20130326,20260417
Finucane South 3H,W004694,Northern Carnarvon,WA-191-P,116.764004,-19.293267,Santos Limited,DEV,Completed,,20121113,20130326,20260417
Kentish Knock South 1,W004794,Northern Carnarvon,WA-365-P,112.813258,-19.780878,Chevron Australia Pty Ltd,NFW,Abandoned,,20121206,20130209,20260417
Stag 41,W004874,Northern Carnarvon,WA-15-L,116.28269,-20.285574,Apache Northwest Pty Ltd,DEV,Abandoned,Stag,20120207,20120212,20260417
Stag 46,W004914,Northern Carnarvon,WA-15-L,116.275295,-20.289976,Apache Northwest Pty Ltd,DEV,Abandoned,Stag,20120909,20120918,20260417
Winchester 1,W004994,Northern Carnarvon,WA-323-P,115.641557,-20.010436,Santos Offshore Pty Ltd,NFW,Abandoned,,20130407,20130830,20260417
Winchester 1 ST1,W004994,Northern Carnarvon,WA-323-P,115.641557,-20.010436,Santos Offshore Pty Ltd,NFW,Abandoned,,20130708,20130830,20260417
JZI 1F,W005118,Northern Carnarvon,WA-36-L,114.570266,-19.826094,Mobil Australia Resources Company Pty Ltd,DEV,Completed,Jansz,20120427,20140927,20260417
West Tryal Rocks 4,W003293,Northern Carnarvon,WA-5-R,115.028799,-20.235979,Chevron Australia Pty Ltd,EXT,P&A G,West Tryal Rocks,20110518,20110724,20260417
West Tryal Rocks 4A,W003293,Northern Carnarvon,WA-5-R,115.028799,-20.235979,Chevron Australia Pty Ltd,EXT,P&A G,West Tryal Rocks,20110525,20110724,20260417
Acme West 2,W003310,Northern Carnarvon,WA-205-P,114.799091,-20.204231,Chevron Australia Pty Ltd,EXT,P&A GC,,20110914,20111016,20260417
Hannah 1,W003334,Northern Carnarvon,TP/8,115.657221,-20.80657,Apache Northwest Pty Ltd,NFW,P&A,,20111110,20111121,20260417
North Scarborough 1,W003713,Northern Carnarvon,WA-346-P,113.253119,-19.745415,BHP Billiton Petroleum (North West Shelf) Pty Ltd,DEV,Abandoned,,20120113,20120227,20260417
North Scarborough 1 ST1,W003713,Northern Carnarvon,WA-346-P,113.253119,-19.745415,BHP Billiton Petroleum (North West Shelf) Pty Ltd,DEV,Abandoned,,20120218,20120227,20260417
East Blina 1,W003974,Canning,L 6,124.527376,-17.615582,Oil Basin Ltd,NFW,P&A,,20121017,20121101,20260417
Bru A3 Phase 1,W004018,Northern Carnarvon,WA-49-L,115.201969,-20.029953,Quadrant Energy Pty Ltd,DEV,Completed,,20120926,20151016,20260417
Bru A3 Phase 2,W004018,Northern Carnarvon,WA-49-L,115.201969,-20.029953,Quadrant Energy Pty Ltd,DEV,Completed,,,20140519,20260417
Bru A4 ST2,W004034,Northern Carnarvon,WA-49-L,115.20211,-20.029987,Quadrant Energy Pty Ltd,DEV,Completed,,20121109,20121116,20260417
Bru A4 ST3,W004034,Northern Carnarvon,WA-49-L,115.20211,-20.029987,Quadrant Energy Pty Ltd,DEV,Completed,,20151017,20151114,20260417
Bru A4,W004034,Northern Carnarvon,WA-49-L,115.20211,-20.029987,Quadrant Energy Pty Ltd,DEV,Abandoned,,20121006,20121116,20260417
Bru A4 ST1,W004034,Northern Carnarvon,WA-49-L,115.20211,-20.029987,Quadrant Energy Pty Ltd,DEV,Abandoned,,20121019,20121116,20260417
Bru A4 ST2 Black Chook 1,W004034,Northern Carnarvon,WA-49-L,115.20211,-20.029987,Quadrant Energy Pty Ltd,DEV,Abandoned,,20140408,20140515,20260417
Fletcher 5,W004075,Northern Carnarvon,WA-191-P,116.795526,-19.246154,Santos Limited,DEV,Abandoned,,20120627,20121006,20260417
Fletcher 5H,W004075,Northern Carnarvon,WA-191-P,116.795526,-19.246154,Santos Limited,DEV,Completed,,20120727,20121006,20260417
Pontus 1,W004082,Northern Carnarvon,WA-37-L,114.882012,-20.346603,Chevron Australia Pty Ltd,NFW,Abandoned,,20120429,20120711,20260417
Pontus 1 ST1,W004082,Northern Carnarvon,WA-37-L,114.882012,-20.346603,Chevron Australia Pty Ltd,NFW,Abandoned,,20120523,20120711,20260417
BAL 8GI,W004494,Northern Carnarvon,WA-49-L,115.183831,-20.070545,Apache Julimar Pty Ltd,DEV,Completed,,20130402,20130909,20260417
Con 13H,W004614,Northern Carnarvon,WA-35-L,114.073075,-21.349057,Apache Energy Ltd.,DEV,Completed,,20130304,20150114,20260417
Con 13H L1,W004614,Northern Carnarvon,WA-35-L,114.073075,-21.349057,Apache Energy Ltd.,DEV,Completed,,20141209,20150114,20260417
Con 13H L2,W004614,Northern Carnarvon,WA-35-L,114.073075,-21.349057,Apache Energy Ltd.,DEV,Completed,,20141221,20150114,20260417
Pedirka 1,W002523,Northern Carnarvon,TL/6,115.571721,-20.739459,Apache Northwest Pty Ltd,NFW,O,Pedirka,20020213,20020331,20260417
Pedirka 1 ST 1,W002523,Northern Carnarvon,TL/6,115.571721,-20.739459,Apache Northwest Pty Ltd,NFW,Shut in,Pedirka,20020327,20020331,20260417
Norfolk 1,W002527,Northern Carnarvon,WA-191-P,116.653527,-19.248709,Santos Limited,NFW,P&A OS,,20020307,20020404,20260417
Quandong 1,W002536,Northern Carnarvon,WA-202-P,116.521474,-19.986129,Mobil (Legendre) Pty Ltd,NFW,P&A,,20020418,20020425,20260417
Firetail 1,W002545,Browse,WA-33-P,122.249462,-14.351752,Woodside Energy Ltd,NFW,P&A,,20020805,20020826,20260417
Bligh 1,W002550,Northern Carnarvon,WA-191-P,116.738893,-19.240826,Santos Limited,NFW,P&A,,20020929,20021016,20260417
Jingemia 1,W002551,Perth,EP 413,114.991003,-29.339473,Origin Energy Developments Pty Limited,NFW,Shut in,Jingemia,20021006,20021109,20260417
Mutineer 3,W002553,Northern Carnarvon,WA-191-P,116.628174,-19.262534,Santos Limited,EXT,P&A O,Mutineer,20021016,20021115,20260417
Argos 1,W002557,Northern Carnarvon,WA-254-P,116.680377,-19.754411,Apache Northwest Pty Ltd,NFW,P&A,,20021115,20021120,20260417
Exeter 3,W002558,Northern Carnarvon,WA-191-P,116.566652,-19.318351,Santos Limited,EXT,P&A OS,Exeter,20021116,20021209,20260417
Ceres 1,W002560,Northern Carnarvon,WA-261-P,116.084473,-20.355896,Apache Northwest Pty Ltd,NFW,P&A,,20021121,20021125,20260417
Laverda 2,W002561,Northern Carnarvon,WA-271-P,113.856335,-21.506415,Woodside Energy Ltd,EXT,P&A GS,Laverda,20021130,20021227,20260417
Wigmore 1,W002563,Northern Carnarvon,WA-295-P,117.129393,-18.286017,Kerr-McGee NW Shelf Australia Energy Pty Ltd,NFW,P&A,,20021128,20030122,20260417
Whitetail 1,W002567,Roebuck,WA-296-P,118.251671,-17.652166,Woodside Energy Ltd,NFW,P&A,,20030101,20030113,20260417
Cliff Head 3,W002568,Perth,WA-286-P,114.864027,-29.436531,Roc Oil (WA) Pty Limited,EXT,P&A O,Cliff Head,20030106,20030131,20260417
Cliff Head 3 CH1,W002568,Perth,WA-286-P,114.864027,-29.436531,Roc Oil (WA) Pty Limited,EXT,P&A O,Cliff Head,20030115,20030201,20260417
Herdsman 1,W002572,Northern Carnarvon,WA-299-P,113.291814,-22.871006,Woodside Energy Ltd,NFW,P&A,,20030128,20030208,20260417
Stybarrow 1,W002579,Northern Carnarvon,WA-255-P,113.83433,-21.4778,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OS,Stybarrow,20030212,20030311,20260417
Stybarrow 1 CH1,W002579,Northern Carnarvon,WA-255-P,113.83433,-21.4778,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OS,Stybarrow,20030226,20030311,20260417
Cliff Head 4,W002586,Perth,WA-286-P,114.867367,-29.446045,Roc Oil (WA) Pty Limited,EXT,P&A OS,Cliff Head,20030303,20030315,20260417
Crackling South 1,W002592,Northern Carnarvon,EP 341,115.552164,-21.207186,Tap (Shelfal) Pty Ltd,NFW,P&A OGS,,20030327,20030330,20260417
Stybarrow 2,W002601,Northern Carnarvon,WA-255-P,113.855563,-21.492495,BHP Billiton Petroleum (Australia) Pty Ltd,EXT,P&A OS,,20030606,20030623,20260417
Wanaea 9H,W002800,Northern Carnarvon,WA-11-L,116.412758,-19.612699,Woodside Energy Ltd,DEV,P&A,Wanaea,20060114,,20260417
Flying Foam 1,W002804,Perth,WA-327-P,113.354882,-27.871538,Roc Oil Company Limited,NFW,P&A OS,,20051104,20051128,20260417
Kultarr 1,W002805,Northern Carnarvon,WA-334-P,115.342398,-20.4977,Apache Northwest Pty Ltd,NFW,P&A GS,,20051118,20051203,20260417
ENC 03,W002809,Northern Carnarvon,WA-28-L,113.975398,-21.487614,Woodside Energy Ltd,WIW,SUSP,Enfield,20051208,20060126,20260417
Cliff Head 9H,W002822,Perth,WA-31-L,114.870097,-29.450094,Roc Oil (WA) Pty Limited,DEV,O,Cliff Head,20060221,20060721,20260417
Zephyrus 1,W002830,Northern Carnarvon,TL/6,115.514307,-20.668762,Apache Northwest Pty Ltd,NFW,Shut in,Zephyrus,20060320,20060423,20260417
Jacala 1,W002831,Northern Carnarvon,WA-351-P,113.419657,-20.758668,BHP Billiton Petroleum (North West Shelf) Pty Ltd,NFW,P&A,,20060323,20060425,20260417
BMR Noonkanbah  4,W002833,Canning,,125.413349,-18.072846,Geoscience Australia,STR,P&A,,19721231,19721231,20260417
BMR Lennard River 2,W002836,Canning,,125.276293,-17.961076,Geoscience Australia,STR,P&A,,19721231,19721231,20260417
Boundary Southeast 1,W002845,Canning,EP 129,124.246442,-17.489203,Terratek Drilling Tools Pty Limited,NFW,P&A OS,,20060522,20060617,20260417
Amulet 3,W002849,Northern Carnarvon,WA-8-L,116.981316,-19.491708,Tap (Shelfal) Pty Ltd,EXT,P&A OS,,20060616,20060621,20260417
Exeter 7,W002852,Northern Carnarvon,WA-27-L,116.561152,-19.309662,Santos Limited,DEV,SUSP OS,Exeter,20060620,20061001,20260417
Priam 1,W002877,Northern Carnarvon,TL/6,115.515243,-20.679618,Apache Northwest Pty Ltd,NFW,P&A,,20061018,20061022,20260417
PER 01,W002888,Northern Carnarvon,WA-1-L,116.035232,-19.556226,Woodside Energy Ltd,DEV,SUSP G,Perseus,20061119,20071204,20260417
Pluto 5,W002897,Northern Carnarvon,WA-350-P,115.113429,-19.899343,Woodside Pluto Pty Ltd,EXT,P&A GS,Pluto,20061203,20061224,20260417
Persephone 1,W002898,Northern Carnarvon,WA-1-L,116.184996,-19.53357,Woodside Energy Ltd,NFW,P&A GS,Persephone,20061205,20061228,20260417
Bambra East 1,W002902,Northern Carnarvon,TL/1,115.631427,-20.544166,Apache Northwest Pty Ltd,EXT,P&A OGS,Bambra,20061219,20070106,20260417
AP 3,W002909,Northern Carnarvon,WA-3-L,116.605168,-19.510681,Woodside Energy Ltd,DEV,G,Angel,20070129,20070405,20260417
Ixion 1,W002922,Northern Carnarvon,WA-370-P,114.924604,-19.679795,Woodside Energy Ltd,NFW,P&A,,20080227,20080324,20260417
Ixion 1 Chikyu,W002922,Northern Carnarvon,WA-370-P,114.924604,-19.679795,Woodside Energy Ltd,NFW,P&A,,20070408,20070528,20260417
Bouree 1,W002929,Browse,WA-371-P,123.365051,-13.597982,Shell Development (Australia) Proprietary Limited,NFW,P&A,,20070418,20070511,20260417
Bouree 1A,W002929,Browse,WA-371-P,123.365051,-13.597982,Shell Development (Australia) Proprietary Limited,NFW,P&A,,20070426,20070511,20260417
Bleaberry West 1,W002940,Northern Carnarvon,WA-155-P,114.127099,-21.444304,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OGS,,20070517,20070529,20260417
Simpson 1,W002445,Northern Carnarvon,TL/1,115.584864,-20.673378,Apache Northwest Pty Ltd,EXT,P&A,Simpson,20010130,20010213,20260417
Planaire 1,W002461,Northern Carnarvon,WA-28-P,116.314921,-19.703559,Woodside Energy Ltd,NFW,P&A,,20010422,20010520,20260417
Patriot 1,W002471,Northern Carnarvon,WA-1-P,116.808221,-19.542869,Woodside Energy Ltd,NFW,P&A,,20010705,20010714,20260417
Robert 1,W002480,Canning,EP 353,124.325873,-19.155806,Hughes & Hughes Australia Pty Ltd,NFW,P&A,,20010815,20010926,20260417
Robert 1 ST1,W002480,Canning,EP 353,124.325873,-19.155806,Hughes & Hughes Australia Pty Ltd,NFW,P&A,,20010919,20010926,20260417
GSWA Boologooro 1,W002487,Southern Carnarvon,,113.888011,-24.324987,Geological Survey of Western Australia (GSWA),STR,P&A STR,,20010519,20010528,20260417
Barrow_K66A,W002488,Northern Carnarvon,L 1H,115.359877,-20.820038,Chevron Australia Pty Ltd,DEV,P&S,Barrow Island,20010914,20010919,20260417
Cliff Head 1,W002512,Perth,WA-286-P,114.869758,-29.464578,Roc Oil (WA) Pty Limited,NFW,P&A OS,Cliff Head,20011225,20020105,20260417
Bob 1,W002570,Northern Carnarvon,EP 363,115.676432,-20.717668,Apache Northwest Pty Ltd,NFW,P&A GS,,20030114,20030129,20260417
Strumbo 1,W002571,Browse,WA-288-P,125.497823,-13.228025,Magellan Petroleum (W.A.) Pty Ltd,NFW,P&A,,20030124,20030205,20260417
Eclipse 1,W002597,Perth,EP 389,115.878269,-31.426522,Empire Oil & Gas NL,NFW,P&A OGS,,20030418,20030513,20260417
Legendre North 4H,W002598,Northern Carnarvon,WA-20-L,116.708746,-19.703931,Woodside Energy Ltd,DEV,P&A O,Legendre North,20030505,20030605,20260417
Legendre North 4H ST2 BHC1,W002598,Northern Carnarvon,WA-20-L,116.708746,-19.703931,Woodside Energy Ltd,DEV,P&A O,Legendre North,20030531,,20260417
Legendre North 4H ST2,W002598,Northern Carnarvon,WA-20-L,116.708746,-19.703931,Woodside Energy Ltd,DEV,P&A O,Legendre North,20030531,,20260417
Legendre North 4H ST1,W002598,Northern Carnarvon,WA-20-L,116.708746,-19.703931,Woodside Energy Ltd,DEV,P&A,Legendre North,20030526,,20260417
Leafcutter 1,W002622,Perth,L 4,115.054247,-29.852329,Hardman Resources Ltd,NFW,P&A GS,Woodada,20030901,20030920,20260417
Karangi 1,W002625,Northern Carnarvon,TP/8,115.427904,-20.654383,Apache Northwest Pty Ltd,NFW,P&A,,20030916,20030924,20260417
Van Gogh 1,W002628,Northern Carnarvon,WA-155-P,114.082543,-21.38962,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OS,Van Gogh,20030920,20031002,20260417
Van Gogh 1 ST1,W002628,Northern Carnarvon,WA-155-P,114.082543,-21.38962,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A OS,Van Gogh,20030924,20031002,20260417
CRA PER 10,W002639,Perth,EP 181,115.848933,-29.794396,CRA Exploration Pty Ltd,STR,P&A STR,,19830615,19830704,20260417
Exeter 4A,W002659,Northern Carnarvon,WA-191-P,116.56125,-19.309984,Santos Limited,DEV,SUSP O,Exeter,20040303,,20260417
Exeter 4AH,W002659,Northern Carnarvon,WA-191-P,116.56125,-19.309984,Santos Limited,DEV,SUSP O,Exeter,20040501,,20260417
Proteus 1 ST2,W005334,Browse,WA-398-P,122.33546,-13.738007,ConocoPhillips (Browse Basin) Pty Ltd,NFW,Suspended,,20130804,20130929,20260417
BAL 7WI,W005374,Northern Carnarvon,WA-49-L,115.183774,-20.070228,Apache Julimar Pty Ltd,DEV,Completed,,20130413,20131209,20260417
BAL 7WI ST1,W005374,Northern Carnarvon,WA-49-L,115.183774,-20.070228,Apache Julimar Pty Ltd,DEV,Completed,,20131113,20131209,20260417
Montara H3 ST1 Phase 2,W005779,Bonaparte,,124.539498,-12.67236,PTTEP Australasia (Ashmore Cartier) Pty Ltd,DEV,Completed,,20120501,20120525,20260417
Montara H3 ST1,W005779,Bonaparte,,124.539498,-12.67236,PTTEP Australasia (Ashmore Cartier) Pty Ltd,DEV,,,,,20260417
Stybarrow East 2,W005782,Northern Carnarvon,WA-32-L,113.891561,-21.437408,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,,,20140104,20140111,20260417
Harrison 2,W005783,Northern Carnarvon,WA-42-L,114.155013,-21.534385,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,Abandoned,,20140113,20140310,20260417
WST 1C PH1,W005785,Northern Carnarvon,WA-46-L,115.268696,-19.905551,Chevron Australia Pty Ltd,DEV,Abandoned,,20140131,,20260417
WST 1C,W005785,Northern Carnarvon,WA-46-L,115.268696,-19.905551,Chevron Australia Pty Ltd,DEV,Completed,,20140116,,20260417
Senecio 3,W005804,Perth,L 2,115.080247,-29.253081,AWE Limited,EXT,G,,20140804,20140906,20260417
Hannover South 1,W005808,Roebuck,WA-466-P,119.71862,-16.355542,Woodside Energy Ltd,NFW,,,20140718,20141101,20260417
Maple East 1,W005809,Bonaparte,,124.671765,-11.993458,PTTEP Australasia (Ashmore Cartier) Pty Ltd,NFW,,,20140623,20140829,20260417
Maple East 1 ST1,W005809,Bonaparte,,124.671765,-11.993458,PTTEP Australasia (Ashmore Cartier) Pty Ltd,NFW,,,20140728,20140829,20260417
WST 3C,W005811,Northern Carnarvon,WA-47-L,115.29576,-19.811236,Chevron Australia Pty Ltd,DEV,Completed,,20140514,,20260417
WST 3D,W005812,Northern Carnarvon,WA-47-L,115.295665,-19.811435,Chevron Australia Pty Ltd,DEV,Completed,,20140515,20160527,20260417
WST 3D PH1,W005812,Northern Carnarvon,WA-47-L,115.295665,-19.811435,Chevron Australia Pty Ltd,DEV,Abandoned,,20140715,20160527,20260417
WST 3F,W005813,Northern Carnarvon,WA-47-L,115.29529,-19.811668,Chevron Australia Pty Ltd,DEV,Completed,,20140516,20170811,20260417
Gorgon Plant CO2 Injector C-I9 ST1,W005816,Northern Carnarvon,PL 93,115.451229,-20.730341,Chevron Australia Pty Ltd,INJECT_CO2,Shut in,,20150113,20150206,20260417
Gorgon Plant CO2 Injector C-I9,W005816,Northern Carnarvon,PL 93,115.451229,-20.730341,Chevron Australia Pty Ltd,INJECT_CO2,P&A,,20141108,20150206,20260417
Pryderi 1,W005820,Browse,WA-424-P,124.062088,-14.59408,CalEnergy Resources (Australia) Ltd,NFW,,,20141109,20141120,20260417
Gorgon Plant CO2 Water Injection Well E-WI2,W005844,Northern Carnarvon,PL 93,115.407755,-20.768218,Chevron Australia Pty Ltd,WIW,Suspended,Gorgon,20150328,20150604,20260417
Waitsia 1,W005862,Perth,L 1,115.11053,-29.253334,AWE Petroleum Limited,NFW,G,Waitsia,20150514,20150620,20260417
Doric 2,W002901,Northern Carnarvon,TL/1,115.708839,-20.555159,Apache Northwest Pty Ltd,DEV,Shut in,Doric,20061218,20070114,20260417
Stybarrow 9,W002917,Northern Carnarvon,WA-255-P,113.825649,-21.474765,BHP Billiton Petroleum (Australia) Pty Ltd,WIW,Service,Stybarrow,20070316,20071122,20260417
Gigue 1,W002921,Browse,WA-371-P,123.480475,-13.76376,Shell Development (Australia) Proprietary Limited,NFW,P&A,,20070403,20070416,20260417
Eskdale 4,W002925,Northern Carnarvon,WA-255-P,113.818091,-21.381101,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,O,Eskdale,20070405,20071122,20260417
Crosby West 1,W002930,Northern Carnarvon,WA-12-R,114.107807,-21.506087,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A,,20070425,20070506,20260417
Supel 1,W002937,Northern Carnarvon,WA-1-P,116.36015,-19.992719,Apache Energy,NFW,P&A,,20070515,20070523,20260417
Ullscarf 1,W002944,Northern Carnarvon,WA-155-P,114.088241,-21.49124,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,P&A,,20070531,20070608,20260417
Snarf 1,W002946,Browse,WA-275-P,121.494528,-14.333961,Woodside Energy Ltd,NFW,P&A,,20070602,20080515,20260417
Snarf 1 Top Hole,W002946,Browse,WA-275-P,121.494528,-14.333961,Woodside Energy Ltd,NFW,P&A,,20070602,20070609,20260417
Belicoso 1 Chikyu,W002958,Northern Carnarvon,WA-347-P,113.837733,-18.83189,Woodside Burrup Pty Ltd,NFW,P&A,,20070612,20070615,20260417
Belicoso 1 Jack Bates,W002958,Northern Carnarvon,WA-347-P,113.837733,-18.83189,Woodside Burrup Pty Ltd,NFW,P&A,,20071108,20071123,20260417
Fossetmaker 1,W002962,Browse,WA-377-P,123.78376,-13.727558,Shell Development (Australia) Proprietary Limited,NFW,P&A GS,Echuca Shoals,20070806,20070908,20260417
Valentine 1,W002965,Canning,R 1,123.709012,-17.139896,Arc Energy Limited,NFW,P&A GS,,20070812003000,20071105,20260417
Maitland 2,W002974,Northern Carnarvon,WA-33-L,115.163118,-20.54293,Apache Energy,EXT,P&A GS,Maitland,20070906,20071023,20260417
Maitland 2 CH1,W002974,Northern Carnarvon,WA-33-L,115.163118,-20.54293,Apache Energy,EXT,P&A GS,Maitland,20070918,20071023,20260417
Woollybutt 4H,W002976,Northern Carnarvon,WA-25-L,114.868382,-20.954479,ENI Australia Limited,DEV,SUSP O,Woollybutt,20070909,20071005,20260417
Brulimar 1,W002998,Northern Carnarvon,WA-356-P,115.184743,-20.005051,Apache Northwest Pty Ltd,NFW,SUSP GS,,20071214,20080119,20260417
VNB H1,W003000,Northern Carnarvon,WA-28-L,114.033085,-21.433401,Woodside Energy Ltd,DEV,O,Vincent,20071223,20090328,20260417
VNB H1 L1 ST2,W003000,Northern Carnarvon,WA-28-L,114.033085,-21.433401,Woodside Energy Ltd,DEV,O,Vincent,20080819,20090328,20260417
VNB H1 ST1,W003000,Northern Carnarvon,WA-28-L,114.033085,-21.433401,Woodside Energy Ltd,DEV,Abandoned,Vincent,20150206,20150612,20260417
VNB H1 ST2,W003000,Northern Carnarvon,WA-28-L,114.033085,-21.433401,Woodside Energy Ltd,DEV,Abandoned,Vincent,20150213,20150612,20260417
VNB H1 ST2 L2,W003000,Northern Carnarvon,WA-28-L,114.033085,-21.433401,Woodside Energy Ltd,DEV,Abandoned,Vincent,20150404,20150612,20260417
GOR 1E Phase 1,W005396,Northern Carnarvon,WA-37-L,114.849537,-20.408095,Chevron Australia Pty Ltd,DEV,Completed,,20111106,20111230,20260417
GOR 1E Phase 2,W005396,Northern Carnarvon,WA-37-L,114.849537,-20.408095,Chevron Australia Pty Ltd,DEV,Completed,,20111106,20140104,20260417
Homevale 1,W005454,Northern Carnarvon,WA-475-P,113.094463,-20.958173,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,Abandoned,,20130427,20130607,20260417
Tanglehead 2 H2,W005494,Northern Carnarvon,WA-42-L,114.12438,-21.522658,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,Abandoned,,20130529,20131031,20260417
Tanglehead 2 H2 ST1,W005494,Northern Carnarvon,WA-42-L,114.12438,-21.522658,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,Completed,,20130624,20131031,20260417
Prelude P6,W005639,Browse,WA-44-L,123.326357,-13.81731,Shell Development (Australia) Pty Ltd,DEV,Completed,,20131103,20151230,20260417
Royal Oak 1,W005642,Northern Carnarvon,WA-367-P,113.02137,-20.512852,Chevron Australia Pty Ltd,NFW,Abandoned,,20131202,20140122,20260417
Stybarrow East 1,W005643,Northern Carnarvon,WA-32-L,113.891561,-21.437408,BHP Billiton Petroleum (Australia) Pty Ltd,NFW,,,20131210,20140111,20260417
Gorgon Plant CO2 Injector A-I2(N),W005674,Northern Carnarvon,PL 93,115.45131,-20.774785,Chevron Australia Pty Ltd,INJECT_CO2,IN,,20131126,20141021,20260417
Gorgon Plant CO2 Injector  B-I4(U),W005715,Northern Carnarvon,PL 93,115.450932,-20.754417,Chevron Australia Pty Ltd,INJECT_CO2,Shut in,,20140209,20140424,20260417
