Local system number,call number,Title,Date,Description of physical object,notes,Summary,Subject headings: Topical,Caption for URL,URL,URL2
b36286734,ACC 8661A/39,John Hutchinson's bird songs recorded on 22 and 23 February 1964 and 6 March 1964.,1964,"1 audiotape reel (approximately 15 min., 50 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A39, consists of field recordings of bird calls made at the Gascoyne River, Carnarvon on 22 February 1964 and Carnarvon on 23 February 1964 and and 6 March 1964 and Gascoyne Research Station, Carnarvon on 23 February 1964. This tape reel is accompanied by a field note. ACC 8661A/39 ",Birds;Little corellas;Mudlarks;Weeros;Cockatoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 22 and 23 February 1964 and 6 March 1964. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628673_1,
b36286904,ACC 8661A/40,"John Hutchinson's bird songs recorded on 6, 10 and 21 March 1964.",1964,1 audiotape reel (approximately 12 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A40, consists of field recordings of bird calls made at Carnarvon on 6 March and at the Gascoyne Research Station, Carnarvon on 10 and 21 March. This tape reel is accompanied by a field note. ACC 8661A/40 ",Birds;Honeyeaters;Bee eaters;Weeros;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 6, 10 and 21 March 1964. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3628690_1,
b36286989,ACC 8661A/42,John Hutchinson's bird songs recorded on 2 and 6 May 1964 and 22 January 1965.,1965,"1 audiotape reel (approximately 15 min., 40 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A42, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 2 and 6 May 1964 and at Carnarvon on 22 January 1965. This tape reel is accompanied by a field note. ACC 8661A/42 ",Birds;Honeyeaters;Shrike-thrushes;Wild turkey;Birdsongs,John Hutchinson's bird songs recorded on 2 and 6 May 1964 and 22 January 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628698_1,
b36287003,ACC 8661A/41,John Hutchinson's bird songs recorded on 2 and 27 April 1964.,1964,"1 audiotape reel (approximately 14 min., 10 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A41, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 26 and 27 April 1964. This tape reel is accompanied by a field note. ACC 8661A/41 ",Birds;Honeyeaters;Shrike-thrushes;Birdsongs,John Hutchinson's bird songs recorded on 2 and 27 April 1964. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628700_1,
b36287222,ACC 8661A/43,"John Hutchinson's bird songs recorded on 3 and 30 January 1965 and 2, 4 and 8 February 1965.",1965,"1 audiotape reel (approximately 15 min., 45 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. First recordings with Ficord 202 recorder, Beyer M119 microphone. ","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A43, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 3 January 1965 and 2, 4 and 8 February 1965 and at 17 Mile Bore, Carnarvon on 30 January 1965. This tape reel is accompanied by a field note. ACC 8661A/43 ",Birds;Hens;Honeyeaters;Galah;Shrike-thrushes;Cuckoo-shrikes;Wild turkey;Finches;Birdsongs,"John Hutchinson's bird songs recorded on 3 and 30 January 1965 and 2, 4 and 8 February 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3628722_1,
b36287374,ACC 8661A/56,John Hutchinson's bird songs recorded on 24 and 25 July 1965.,1965,1 audiotape reel (approximately 19 min.) ,"Recorder used for this recording: Ficord 202, Beyer M119 microphone. ","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/8, consists of field recordings of bird calls made at Tropic of Capricorn near Carnarvon and Onslow on 24 and 25 July 1965. This tape reel is accompanied by a field note. ACC 8661A/56 ",Birds;Bellbirds;Wedgebills;Pipits;Woodswallows;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 24 and 25 July 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628737_2,
b36287465,ACC 8661A/44,"John Hutchinson's bird songs recorded on 11, 13 and 28 February 1965 and 5 March 1965.",1965,"1 audiotape reel (approximately 15 min., 50 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using a Ficord 202 recorder. ","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A44, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 11, 13, 28 February 1965 and on 5 March 1965. This tape reel is accompanied by a field note. ACC 8661A/44 ",Birds;Mistletoe birds;Honeyeaters;Bee eaters;Birdsongs,"John Hutchinson's bird songs recorded on 11, 13 and 28 February 1965 and 5 March 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3628746_1,
b36287489,ACC 8661A/45,John Hutchinson's bird songs recorded on 2 May 1965.,1965,"1 audiotape reel (approximately 12 min., 14 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A45, consists of field recordings of bird calls made at the Ord River Station, Negri River 2 May 1965. This tape reel is accompanied by a field note. ACC 8661A/45 ",Birds;Shrike-thrushes;Great bowerbirds;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 2 May 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628748_1,
b36287507,ACC 8661A/46,John Hutchinson's bird songs recorded on 2 and 3 May 1965.,1965,"1 audiotape reel (approximately 15 min., 55 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A46, consists of field recordings of bird calls made at the Negri River on 2 and 3 May 1965. This tape reel is accompanied by a field note. ACC 8661A/46 ",Birds;Crows;Great bowerbirds;Birdsongs,John Hutchinson's bird songs recorded on 2 and 3 May 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628750_1,
b36287520,ACC 8661A/47,John Hutchinson's bird songs recorded on 2 and 7 May 1965.,1965,"1 audiotape reel (approximately 15 min., 55 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A47, consists of field recordings of bird calls made at the Negri River on 2 May 1965 and at Wyndham Marsh 7 May 1965. This tape reel is accompanied by a field note. ACC 8661A/47 ",Birds;Mudlarks;Honeyeaters;Weeros;Great bowerbirds;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 2 and 7 May 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628752_1,
b36287544,ACC 8661A/48,John Hutchinson's bird songs recorded on 21 March 1967.,1967,"1 audiotape reel (approximately 24 min., 49 sec.) ","Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 1A portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 1A48, consists of field recordings of bird calls made at the Carnarvon tidal creek on 21 March 1967. This tape reel is accompanied by a field note. ACC 8661A/48. The first 15 minutes and 44 seconds of this tape contains recordings of Kandyan dancers at Colombo. Only the latter part of the tape contains bird recordings. ",Birds;Cormorants;Birdsongs,John Hutchinson's bird songs recorded on 21 March 1967. Part 1;John Hutchinson's bird songs recorded on 21 March 1967. Part 2;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628754_1,http://purl.slwa.wa.gov.au/slwa_b3628754_2
b36287647,ACC 8661A/49,"John Hutchinson's bird songs recorded on 12, 26 and 27 March 1965 and 23 April 1965.",1965,1 audiotape reel (approximately 14 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/1, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 12, 26 and 27 March 1965 and at Wyndham on 23 April 1965. This tape reel is accompanied by a field note. ACC 8661A/49 ",Birds;Honeyeaters;Bee eaters;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 12, 26 and 27 March 1965 and 23 April 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3628764_2,
b36289140,ACC 8661A/50 ,"John Hutchinson's bird songs recorded on 23, 24, 25 and 26 April 1965.",1965,1 audiotape reel (approximately 14 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/2, consists of field recordings of bird calls made at the Gascoyne Research Station, Carnarvon on 12, 26 and 27 March 1965 and at Wyndham on 23 April 1965. This tape reel is accompanied by a field note. ACC 8661A/50 ",Birds;Honeyeaters;Friarbirds;Pomatostomus temporalis;Willy wagtails;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 23, 24, 25 and 26 April 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3628914_2,
b3628919x,ACC 8661A/51,John Hutchinson's bird songs recorded in 26 April 1965.,1965,1 audiotape reel (approximately 19 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/3, consists of field recordings of bird calls made at Negri River in April 1965. This tape reel is accompanied by a field note. ACC 8661A/51 ",Birds;Honeyeaters;Peaceful doves;Doves;Crows;Lories;Whistling ducks;Magpie lark;Shrike-thrushes;Scissors grinder;Pomatostomus temporalis;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded in 26 April 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3628919_2,
b36309321,ACC 8661A/52,"John Hutchinson's bird songs recorded in 10 and 29 May 1965 and  1, 2, 4 and 5 June 1965.",1965,1 audiotape reel (approximately 18 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/4, consists of field recordings of bird calls made at Wyndham Marsh on 10 May 1965 and at Wyndham on 29 May 1965 and at Five Pools, Kununurra on 1 June 1965 then at Sandy Creek, Kununurra on 2, 4 and 5 June 1965. This tape reel is accompanied by a field note. ACC 8661A/52 ",Birds;Honeyeaters;Bowerbirds;Willy wagtails;Kookaburra;Cockatoos;Crows;Cuckoo-shrikes;Mudlarks;Pied butcherbirds;Doves;Little corellas;Pardalotes;Pachycephala rufiventris;Peaceful doves;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 10 and 29 May 1965 and  1, 2, 4 and 5 June 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3630932_2,
b36313105,ACC 8661A/53,"John Hutchinson's bird songs recorded on 5, 8 and 9 June 1965.",1965,1 audiotape reel (approximately 14 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/5, consists of field recordings of bird calls made at Sandy Creek, Kununurra on 5, 8 and 9 June 1965. This tape reel is accompanied by a field note. ACC 8661A/53 ",Birds;Honeyeaters;Scissors grinder;Kookaburra;Crows;Frilled lizard;Little corellas;Pardalotes;Birdsongs,"John Hutchinson's bird songs recorded on 5, 8 and 9 June 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3631310_2,
b36313129,ACC 8661A/54,"John Hutchinson's bird songs recorded on 12, 13, 19 and 20 June 1965.",1965,1 audiotape reel (approximately 18 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/6, consists of field recordings of bird calls made at Sandy Creek, Kununurra on 12, 13 and 20 June 1965 and at Wyndham Near Ivanhoe Black Rocks Pool on 19 June 1965. This tape reel is accompanied by a field note. ACC 8661A/54 ",Birds;Honeyeaters;Scissors grinder;Kookaburra;Crows;Magpie lark;Rainbow birds;Bee eaters;Little corellas;Kookaburra;Finches;Peaceful doves;Pachycephala rufiventris;Pardalotes;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 12, 13, 19 and 20 June 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3631312_2,
b36318383,ACC 8661A/65,"John Hutchinson's bird songs recorded on 20, 21, 22, 23, 24 and 30 March 1966.",1966,1 audiotape reel (approximately 17 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/17, consists of field recordings of bird calls made at Parry's Creek, Wyndham on 20 March 1966 and at Wyndham Marsh on 21 and 22 March 1966 and at Carlton Crossing, Ord River on 23 March 1966 and at Mantini Lagoon, Ord River on 24 March 1966 and at Kununurra on 30 March 1966. This tape reel is accompanied by a field note. ACC 8661A/65 ",Birds;Honeyeaters;Willy wagtails;Reed warblers;Crows;Magpie lark;Ibises;Katydids;Pomatostomus temporalis ;Pachycephala rufiventris;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 20, 21, 22, 23, 24 and 30 March 1966. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3631838_2,
b36399607,ACC 8661A/55,"John Hutchinson's bird songs recorded on 21 June 1965 and 3, 5, 6, 21, 22, 23 and 24 July 1965.",1965,1 audiotape reel (approximately 17 min.) ,"Respooled from 3 1/4 inch reel, tail out, large hub. Recorded using Fi-Cord 202 portable reel tape recorder.","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/7, consists of field recordings of bird calls made at Sandy Creek, Kununurra on 21 June 1965 and at Derby on 5 and 6 July 1965 and at Roebourne on 21 July 1965 and at Koordairie, Onslow on 22 July 1965 and at Tropic of Capricorn on Carnarvon road on 23 and 24 July 1965. This tape reel is accompanied by a field note. ACC 8661A/55 ",Birds;Honeyeaters;Scissors grinder;Pomatostomus temporalis;Crows;Pied butcherbirds;Woodswallows;Pigeons;Little corellas;Magpie lark;Pipits;Wedgebills;Bellbirds;Birdsongs;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 21 June 1965 and 3, 5, 6, 21, 22, 23 and 24 July 1965. Part 1;View the finding aid for this collection",http://purl.slwa.wa.gov.au/slwa_b3639960_2,
b36402291,ACC 8661A/57,John Hutchinson's bird songs recorded on 25 and 26 July 1965.,1965,1 audiotape reel (approximately 21 min.) ,"Recorder used for this recording: Ficord 202, Beyer M119 microphone. ","John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/9, consists of field recordings of bird calls made at Tropic of Capricorn, road to Onslow on 25 July 1965 and north of Carnavon, WA on 25 and 26 July 1965. This tape reel is accompanied by a field note. ACC 8661A/57 ",Birds;Trillers;Wedgebills;Woodswallows;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 25 and 26 July 1965. Part 1;View the finding aid for this collection,http://purl.slwa.wa.gov.au/slwa_b3640229_2,
